movie_id,title,genre,Action,Adventure,Animation,Children's,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,num_reviews,max_rating,min_rating,average_rating,rating_count_1,rating_count_2,rating_count_3,rating_count_4,rating_count_5
2858,American Beauty (1999),Comedy|Drama,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3428,5,1,4.3173862310385065,83,134,358,890,1963
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2991,5,1,4.453694416583082,19,62,288,796,1826
1196,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2990,5,1,4.292976588628763,22,83,375,1027,1483
1210,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2883,5,1,4.022892819979188,39,128,589,1099,1028
480,Jurassic Park (1993),Action|Adventure|Sci-Fi,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2672,5,1,3.7638473053892216,62,197,683,1098,632
2028,Saving Private Ryan (1998),Action|Drama|War,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2653,5,1,4.337353938937053,25,67,301,855,1405
589,Terminator 2: Judgment Day (1991),Action|Sci-Fi|Thriller,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2649,5,1,4.058512646281616,42,98,465,1102,942
2571,"Matrix, The (1999)",Action|Sci-Fi|Thriller,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2590,5,1,4.315830115830116,37,119,263,741,1430
1270,Back to the Future (1985),Comedy|Sci-Fi,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2583,5,1,3.9903213317847466,20,103,550,1119,791
593,"Silence of the Lambs, The (1991)",Drama|Thriller,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2578,5,1,4.3518231186966645,37,43,246,902,1350
1580,Men in Black (1997),Action|Adventure|Comedy|Sci-Fi,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2538,5,1,3.739952718676123,47,194,653,1122,522
1198,Raiders of the Lost Ark (1981),Action|Adventure,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2514,5,1,4.477724741447892,4,37,213,760,1500
608,Fargo (1996),Crime|Drama|Thriller,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2513,5,1,4.254675686430561,57,85,297,796,1278
2762,"Sixth Sense, The (1999)",Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2459,5,1,4.406262708418057,16,58,222,778,1385
110,Braveheart (1995),Action|Drama|War,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2443,5,1,4.234957020057307,37,92,337,771,1206
2396,Shakespeare in Love (1998),Comedy|Romance,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2369,5,1,4.127479949345715,37,119,336,890,987
1197,"Princess Bride, The (1987)",Action|Adventure|Comedy|Romance,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2318,5,1,4.3037100949094045,22,44,328,738,1186
527,Schindler's List (1993),Drama|War,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2304,5,1,4.510416666666667,19,28,186,596,1475
1617,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,2288,5,1,4.219405594405594,17,61,334,867,1009
1265,Groundhog Day (1993),Comedy|Romance,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2278,5,1,3.953028972783143,36,121,460,958,703
1097,E.T. the Extra-Terrestrial (1982),Children's|Drama|Fantasy|Sci-Fi,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2269,5,1,3.9651828999559275,33,134,459,896,747
2628,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Fantasy|Sci-Fi,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2250,5,1,3.409777777777778,143,324,651,732,400
2997,Being John Malkovich (1999),Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2241,5,1,4.125390450691656,69,106,307,752,1007
318,"Shawshank Redemption, The (1994)",Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2227,5,1,4.554557700942973,8,25,148,589,1457
858,"Godfather, The (1972)",Action|Crime|Drama,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2223,5,1,4.524966261808367,18,38,178,514,1475
356,Forrest Gump (1994),Comedy|Romance|War,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2194,5,1,4.087967183226983,54,118,354,723,945
2716,Ghostbusters (1984),Comedy|Horror,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2181,5,1,3.9055479138010085,24,106,503,967,581
296,Pulp Fiction (1994),Crime|Drama,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2171,5,1,4.278212805158913,47,94,260,577,1193
1240,"Terminator, The (1984)",Action|Sci-Fi|Thriller,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2098,5,1,4.152049571020019,18,61,336,852,831
1,Toy Story (1995),Animation|Children's|Comedy,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2077,5,1,4.146846413095811,16,61,345,835,820
1214,Alien (1979),Action|Horror|Sci-Fi|Thriller,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2024,5,1,4.159584980237154,33,71,297,762,861
2916,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1996,5,1,3.682364729458918,41,169,538,883,365
457,"Fugitive, The (1993)",Action|Thriller,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1995,5,1,4.103258145363409,5,49,326,970,645
3578,Gladiator (2000),Action|Drama,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1924,5,1,4.106029106029106,27,99,290,735,773
1200,Aliens (1986),Action|Sci-Fi|Thriller|War,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1820,5,1,4.125824175824176,26,74,299,667,754
541,Blade Runner (1982),Film-Noir|Sci-Fi,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1800,5,1,4.273333333333333,13,65,237,587,898
2987,Who Framed Roger Rabbit? (1988),Adventure|Animation|Film-Noir,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1799,5,1,3.6798221234018897,47,147,494,758,353
1259,Stand by Me (1986),Adventure|Comedy|Drama,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1785,5,1,4.0969187675070025,3,54,308,822,598
50,"Usual Suspects, The (1995)",Crime|Thriller,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1783,5,1,4.517106001121705,8,31,136,464,1144
34,Babe (1995),Children's|Comedy|Drama,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1751,5,1,3.8914905768132497,59,118,340,671,563
2791,Airplane! (1980),Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1731,5,1,3.9711149624494513,42,103,302,700,584
780,Independence Day (ID4) (1996),Action|Sci-Fi|War,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1730,5,1,3.5104046242774567,96,222,450,627,335
3175,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1728,5,1,3.771412037037037,46,110,427,755,390
1193,One Flew Over the Cuckoo's Nest (1975),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1725,5,1,4.390724637681159,12,33,161,582,937
919,"Wizard of Oz, The (1939)",Adventure|Children's|Drama|Musical,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1718,5,1,4.247962747380675,20,48,265,538,847
924,2001: A Space Odyssey (1968),Drama|Mystery|Sci-Fi|Thriller,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1716,5,1,4.068764568764569,45,103,298,513,757
1127,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1715,5,1,3.6839650145772596,40,120,527,683,345
2355,"Bug's Life, A (1998)",Animation|Children's|Comedy,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1703,5,1,3.854374633000587,27,77,407,798,394
1387,Jaws (1975),Action|Horror,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1697,5,1,4.089569829110195,20,79,332,564,702
1221,"Godfather: Part II, The (1974)",Action|Crime|Drama,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1692,5,1,4.357565011820331,20,48,180,503,941
912,Casablanca (1942),Drama|Romance|War,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1669,5,1,4.412822049131217,14,32,189,450,984
1036,Die Hard (1988),Action|Thriller,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1666,5,1,4.121848739495798,16,57,261,706,626
1213,GoodFellas (1990),Crime|Drama,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1657,5,1,4.275196137598069,18,44,225,547,823
1610,"Hunt for Red October, The (1990)",Action|Thriller,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1652,5,1,4.052058111380146,12,53,290,779,518
377,Speed (1994),Action|Romance|Thriller,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1650,5,1,3.5654545454545454,53,155,499,692,251
1291,Indiana Jones and the Last Crusade (1989),Action|Adventure,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628,5,1,4.133292383292384,3,52,276,691,606
2000,Lethal Weapon (1987),Action|Comedy|Crime|Drama,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1627,5,1,3.8869084204056548,18,82,359,775,393
1136,Monty Python and the Holy Grail (1974),Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1599,5,1,4.335209505941213,21,46,168,505,859
3114,Toy Story 2 (1999),Animation|Children's|Comedy,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1585,5,1,4.218927444794953,25,44,214,578,724
1307,When Harry Met Sally... (1989),Comedy|Romance,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1568,5,1,4.073341836734694,12,69,276,646,565
1704,Good Will Hunting (1997),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1548,5,1,4.176356589147287,9,43,240,630,626
1721,Titanic (1997),Drama|Romance,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1546,5,1,3.5834411384217333,100,176,381,500,389
1968,"Breakfast Club, The (1985)",Comedy|Drama,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1539,5,1,3.8797920727745288,18,90,364,654,413
648,Mission: Impossible (1996),Action|Adventure|Mystery,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1527,5,1,3.432874918140144,53,193,510,582,189
2599,Election (1999),Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1522,5,1,3.9303547963206307,34,74,284,702,428
3793,X-Men (2000),Action|Sci-Fi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1511,5,1,3.8206485771012573,29,89,351,697,345
32,Twelve Monkeys (1995),Drama|Sci-Fi,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1511,5,1,3.945731303772336,21,106,301,589,494
2174,Beetlejuice (1988),Comedy|Fantasy,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1495,5,1,3.5678929765886287,45,148,449,619,234
2797,Big (1988),Comedy|Fantasy,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1491,5,1,3.8558014755197854,19,86,335,702,349
2291,Edward Scissorhands (1990),Drama|Romance,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1473,5,1,3.5926680244399187,38,150,435,601,249
2918,Ferris Bueller's Day Off (1986),Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1473,5,1,4.11744738628649,14,48,243,614,554
3471,Close Encounters of the Third Kind (1977),Drama|Sci-Fi,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1451,5,1,4.0144727773949,12,65,310,567,497
590,Dances with Wolves (1990),Adventure|Drama|Western,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1451,5,1,3.9152308752584424,38,95,308,521,489
2959,Fight Club (1999),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1451,5,1,4.077188146106134,51,92,212,435,661
1374,Star Trek: The Wrath of Khan (1982),Action|Adventure|Sci-Fi,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1448,5,1,3.880524861878453,31,86,323,593,415
2683,Austin Powers: The Spy Who Shagged Me (1999),Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1434,5,1,3.388423988842399,108,199,411,460,256
1394,Raising Arizona (1987),Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1434,5,1,4.02092050209205,30,83,255,525,541
592,Batman (1989),Action|Adventure|Crime|Drama,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1431,5,1,3.6009783368273935,43,133,433,565,257
1784,As Good As It Gets (1997),Comedy|Drama,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1424,5,1,3.9501404494382024,28,81,268,604,443
1573,Face/Off (1997),Action|Sci-Fi|Thriller,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1421,5,1,3.4011259676284307,110,183,388,507,233
1304,Butch Cassidy and the Sundance Kid (1969),Action|Comedy|Western,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1419,5,1,4.215644820295983,8,25,216,574,596
3418,Thelma & Louise (1991),Action|Drama,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1417,5,1,3.6803105151729003,38,109,404,583,283
223,Clerks (1994),Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1412,5,1,3.946883852691218,39,84,276,527,486
380,True Lies (1994),Action|Adventure|Comedy|Romance,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1400,5,1,3.6342857142857143,30,116,438,568,248
2706,American Pie (1999),Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1389,5,1,3.7098632109431247,69,122,300,550,348
1225,Amadeus (1984),Drama,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1382,5,1,4.251808972503618,9,33,185,529,626
1584,Contact (1997),Drama|Sci-Fi,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1382,5,1,3.768451519536903,37,107,356,521,361
1527,"Fifth Element, The (1997)",Action|Sci-Fi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1377,5,1,3.6405228758169934,69,136,332,524,316
